"lon","lat"
10.191,54.913
10.191,54.934
10.245,54.918
10.28,54.898
10.316,54.867
10.37,54.867
10.397,54.867
10.469,54.846
10.496,54.825
10.496,54.81
10.424,54.8
10.406,54.789
NA,NA
7.018,53.649
7.054,53.655
7.072,53.66
7.063,53.665
6.929,53.66
6.911,53.649
7.018,53.649
NA,NA
5.608,52.363
5.563,52.368
5.473,52.434
5.446,52.489
5.446,52.543
5.482,52.576
5.518,52.582
5.608,52.576
5.697,52.565
5.778,52.565
5.796,52.549
5.796,52.489
5.76,52.434
5.617,52.368
5.608,52.363
NA,NA
3.684,51.521
3.711,51.521
3.846,51.538
3.864,51.549
3.837,51.571
3.801,51.577
3.729,51.566
3.639,51.566
3.666,51.532
3.684,51.521
NA,NA
5.572,59.129
5.572,59.105
5.679,59.073
5.706,59.073
5.733,59.055
5.751,59.059
5.778,59.078
5.769,59.092
5.706,59.11
5.661,59.11
5.59,59.129
5.572,59.129
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
11.521,58.071
11.539,58.071
11.584,58.09
11.628,58.099
11.664,58.094
11.691,58.085
11.745,58.085
11.781,58.104
11.817,58.132
11.817,58.161
11.817,58.203
11.763,58.232
11.745,58.237
11.745,58.265
11.727,58.27
11.691,58.256
11.673,58.241
11.656,58.218
11.602,58.208
11.503,58.161
11.404,58.132
11.386,58.123
11.386,58.109
11.458,58.085
11.521,58.071
NA,NA
8.663,56.656
8.645,56.656
8.618,56.666
8.609,56.7
8.573,56.715
8.519,56.725
8.519,56.74
8.537,56.764
8.636,56.769
8.663,56.794
8.618,56.819
8.627,56.838
8.654,56.863
8.744,56.873
8.816,56.907
8.834,56.922
8.87,56.936
8.897,56.932
8.879,56.897
8.879,56.858
8.843,56.858
8.816,56.858
8.816,56.828
8.852,56.789
8.843,56.769
8.798,56.735
8.789,56.72
8.681,56.656
8.663,56.656
NA,NA
11.934,54.524
11.952,54.529
11.961,54.545
11.988,54.66
12.015,54.701
12.078,54.753
12.123,54.805
12.123,54.831
12.087,54.846
11.97,54.882
11.934,54.913
11.898,54.913
11.889,54.893
11.862,54.898
11.853,54.918
11.817,54.929
11.781,54.924
11.763,54.929
11.709,54.918
11.7,54.908
11.736,54.893
11.745,54.846
11.799,54.815
11.808,54.784
11.862,54.743
11.862,54.727
11.898,54.701
11.898,54.665
11.862,54.649
11.871,54.623
11.907,54.55
11.925,54.529
11.934,54.524
NA,NA
12.15,54.856
12.195,54.862
12.213,54.867
12.294,54.913
12.347,54.929
12.401,54.929
12.491,54.918
12.536,54.918
12.536,54.949
12.5,54.975
12.311,54.996
12.276,55.027
12.258,55.027
12.24,55.022
12.24,54.975
12.195,54.949
12.132,54.934
12.123,54.929
12.123,54.898
12.123,54.872
12.15,54.856
NA,NA
8.259,54.727
8.277,54.737
8.304,54.805
8.321,54.831
8.366,54.831
8.438,54.82
8.456,54.836
8.456,54.846
8.384,54.877
8.366,54.887
8.366,54.944
8.384,54.975
8.429,55.006
8.429,55.016
8.366,55.016
8.348,55.006
8.277,54.924
8.259,54.872
8.25,54.815
8.232,54.768
8.241,54.737
8.259,54.727
NA,NA
11.161,54.378
11.134,54.378
11.098,54.388
11.08,54.409
11.053,54.42
10.99,54.42
10.972,54.43
10.981,54.462
11.026,54.503
11.053,54.519
11.098,54.514
11.206,54.472
11.278,54.425
11.296,54.388
11.287,54.383
11.26,54.388
11.233,54.394
11.188,54.388
11.161,54.378
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
6.425,53.5
6.461,53.511
6.497,53.511
6.479,53.521
6.416,53.511
6.425,53.5
NA,NA
5.76,53.404
5.617,53.409
5.608,53.43
5.644,53.436
5.796,53.441
5.877,53.441
5.886,53.436
5.877,53.425
5.805,53.42
5.76,53.404
NA,NA
3.927,51.61
3.999,51.616
4.035,51.627
4.035,51.644
3.936,51.7
3.783,51.722
3.684,51.7
3.657,51.688
3.666,51.661
3.693,51.644
3.738,51.649
3.801,51.649
3.846,51.638
3.882,51.616
3.927,51.61
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
9.93,54.815
9.984,54.82
10.029,54.841
10.038,54.862
9.975,54.944
9.948,54.965
9.831,55.006
9.777,55.032
9.714,55.047
9.625,55.042
9.634,55.022
9.669,54.996
9.705,54.986
9.768,54.975
9.777,54.965
9.804,54.944
9.804,54.934
9.759,54.939
9.75,54.934
9.759,54.893
9.795,54.862
9.876,54.867
9.93,54.851
9.93,54.841
9.876,54.841
9.867,54.831
9.903,54.82
9.93,54.815
NA,NA
11.422,54.597
11.458,54.602
11.476,54.613
11.548,54.623
11.566,54.639
11.593,54.639
11.646,54.623
11.709,54.623
11.745,54.613
11.772,54.613
11.799,54.628
11.826,54.67
11.808,54.691
11.817,54.711
11.826,54.727
11.817,54.737
11.763,54.774
11.736,54.805
11.656,54.856
11.628,54.846
11.628,54.831
11.611,54.82
11.557,54.82
11.566,54.794
11.494,54.805
11.458,54.831
11.431,54.846
11.359,54.862
11.332,54.887
11.287,54.929
11.26,54.934
11.17,54.929
11.026,54.887
10.999,54.872
10.999,54.862
11.062,54.82
11.062,54.794
11.035,54.779
10.99,54.789
10.946,54.779
10.955,54.763
11.035,54.717
11.098,54.706
11.188,54.691
11.287,54.654
11.386,54.608
11.422,54.597
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
13.695,54.247
13.668,54.263
13.633,54.268
13.641,54.284
13.65,54.284
13.579,54.31
13.471,54.299
13.426,54.263
13.417,54.257
13.354,54.247
13.354,54.236
13.399,54.226
13.381,54.2
13.363,54.194
13.345,54.194
13.273,54.221
13.192,54.247
13.129,54.273
13.111,54.31
13.111,54.325
13.174,54.336
13.201,54.362
13.21,54.378
13.183,54.394
13.138,54.404
13.111,54.42
13.12,54.441
13.156,54.446
13.165,54.441
13.165,54.43
13.174,54.425
13.21,54.43
13.21,54.456
13.138,54.493
13.156,54.509
13.246,54.519
13.264,54.519
13.282,54.535
13.309,54.535
13.309,54.509
13.336,54.498
13.354,54.498
13.372,54.509
13.399,54.488
13.417,54.467
13.453,54.467
13.471,54.482
13.462,54.509
13.426,54.529
13.39,54.535
13.363,54.55
13.363,54.576
13.354,54.581
13.327,54.576
13.273,54.55
13.255,54.555
13.246,54.597
13.219,54.587
13.174,54.561
13.174,54.597
13.192,54.613
13.291,54.634
13.345,54.644
13.381,54.644
13.399,54.628
13.39,54.602
13.408,54.581
13.453,54.555
13.498,54.545
13.641,54.545
13.659,54.54
13.65,54.514
13.606,54.477
13.561,54.451
13.57,54.404
13.615,54.367
13.668,54.352
13.713,54.315
13.713,54.252
13.704,54.247
13.695,54.247
NA,NA
4.197,51.644
4.161,51.655
4.107,51.683
4.053,51.688
4.026,51.7
4.017,51.738
3.999,51.755
3.963,51.766
3.927,51.766
3.891,51.755
3.846,51.755
3.828,51.766
3.828,51.777
3.972,51.8
3.99,51.794
4.071,51.772
4.161,51.738
4.269,51.683
4.287,51.661
4.251,51.649
4.197,51.644
NA,NA
13.758,54.02
13.776,54.042
13.776,54.079
13.731,54.121
13.74,54.142
13.767,54.142
13.803,54.121
13.812,54.1
13.875,54.063
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
13.974,53.814
13.938,53.819
13.911,53.83
13.875,53.814
13.848,53.819
13.83,53.83
13.839,53.851
13.911,53.867
13.92,53.872
13.911,53.894
13.893,53.91
13.893,53.947
13.902,53.957
13.92,53.957
13.938,53.952
13.956,53.92
NA,NA
NA,NA
13.983,53.989
13.956,54.01
13.92,54.02
13.893,54.015
13.893,53.999
13.893,53.989
13.83,53.978
13.812,53.999
13.758,53.989
13.74,53.999
13.758,54.02
NA,NA
8.456,55.416
8.438,55.426
8.402,55.426
8.366,55.447
8.348,55.447
8.348,55.406
8.393,55.36
8.42,55.345
8.438,55.35
8.438,55.381
8.429,55.381
8.429,55.396
8.456,55.411
8.456,55.416
NA,NA
8.223,55.863
8.25,55.842
8.223,55.817
8.205,55.817
8.196,55.847
8.196,55.852
8.205,55.863
8.223,55.863
NA,NA
10.631,55.022
10.631,55.027
10.622,55.032
10.55,55.022
10.505,55.006
10.406,55.011
10.37,55.022
10.307,55.022
10.254,55.053
10.245,55.063
10.2,55.058
10.182,55.047
10.092,55.053
10.065,55.058
10.065,55.078
10.11,55.099
10.11,55.114
10.074,55.135
10.002,55.15
9.957,55.186
9.885,55.207
9.858,55.222
9.858,55.304
9.867,55.319
9.858,55.33
9.795,55.335
9.768,55.345
9.768,55.355
9.795,55.37
9.786,55.391
9.732,55.406
9.732,55.411
9.759,55.426
9.75,55.442
9.705,55.467
9.705,55.477
9.75,55.483
9.768,55.503
9.804,55.503
9.831,55.498
9.876,55.477
9.912,55.477
10.002,55.508
10.137,55.549
10.245,55.569
10.289,55.554
10.298,55.564
10.289,55.584
10.326,55.584
10.352,55.579
10.442,55.533
10.487,55.513
10.478,55.503
10.469,55.498
10.46,55.467
10.415,55.442
10.424,55.416
10.451,55.416
10.487,55.442
10.559,55.452
10.568,55.477
10.559,55.493
10.595,55.518
10.577,55.549
10.604,55.564
10.631,55.564
10.667,55.528
10.694,55.518
10.685,55.508
10.694,55.477
10.694,55.467
10.649,55.432
10.577,55.432
10.541,55.416
10.55,55.406
10.649,55.406
10.694,55.375
10.748,55.33
10.802,55.294
10.829,55.268
10.811,55.263
10.766,55.258
10.775,55.227
10.784,55.212
10.784,55.14
10.757,55.073
10.757,55.063
10.694,55.037
10.694,55.011
10.658,55.011
10.631,55.022
NA,NA
11.736,55.191
11.7,55.186
11.656,55.166
11.7,55.109
11.656,55.109
11.611,55.14
11.539,55.15
11.476,55.166
11.431,55.186
11.296,55.176
11.251,55.191
11.242,55.222
11.215,55.248
11.206,55.268
11.134,55.294
11.08,55.324
11.08,55.345
11.134,55.35
11.161,55.365
11.161,55.411
11.152,55.426
11.143,55.467
11.125,55.477
11.089,55.483
11.053,55.498
11.053,55.508
11.125,55.528
11.116,55.554
11.071,55.579
10.937,55.615
10.91,55.63
10.91,55.635
10.964,55.645
11.017,55.635
11.053,55.635
11.044,55.655
10.981,55.67
10.955,55.686
10.928,55.686
10.883,55.696
10.865,55.711
10.91,55.721
10.99,55.701
11.071,55.701
11.134,55.706
11.143,55.701
11.143,55.681
11.179,55.676
11.188,55.696
11.26,55.706
11.296,55.716
11.314,55.721
11.35,55.736
11.368,55.762
11.359,55.792
11.404,55.797
11.431,55.797
11.485,55.832
11.521,55.852
11.512,55.873
11.494,55.888
11.368,55.908
11.323,55.918
11.278,55.943
11.278,55.948
11.341,55.943
11.494,55.913
11.593,55.913
11.637,55.913
11.754,55.928
11.763,55.923
11.763,55.903
11.7,55.878
11.646,55.878
11.656,55.852
11.7,55.817
11.709,55.797
11.691,55.787
11.656,55.792
11.628,55.777
11.593,55.757
11.602,55.736
11.637,55.736
11.656,55.746
11.709,55.746
11.727,55.721
11.727,55.706
11.745,55.681
11.754,55.66
11.772,55.645
11.79,55.65
11.853,55.711
11.871,55.772
11.88,55.782
11.916,55.792
11.925,55.807
11.925,55.832
11.88,55.863
11.88,55.883
11.916,55.883
11.988,55.858
11.997,55.847
11.997,55.822
12.042,55.772
12.042,55.711
12.015,55.696
11.943,55.681
11.925,55.67
11.925,55.65
11.934,55.645
12.033,55.66
12.087,55.645
12.105,55.67
12.123,55.696
12.114,55.746
12.078,55.807
12.069,55.842
12.033,55.873
12.033,55.898
12.015,55.918
11.988,55.933
11.889,55.918
11.853,55.918
11.853,55.943
11.943,55.998
11.997,56.019
12.105,56.054
12.159,56.084
12.213,56.094
12.276,56.094
12.356,56.069
12.419,56.059
12.527,56.034
12.572,56.003
12.581,55.983
12.554,55.958
12.536,55.918
12.554,55.858
12.59,55.802
12.59,55.762
12.572,55.736
12.572,55.686
12.626,55.63
12.644,55.62
12.662,55.584
12.653,55.549
12.599,55.523
12.572,55.518
12.536,55.544
12.554,55.584
12.536,55.594
12.518,55.594
12.482,55.574
12.401,55.574
12.374,55.574
12.311,55.544
12.24,55.518
12.204,55.483
12.204,55.416
12.231,55.391
12.258,55.381
12.356,55.365
12.446,55.319
12.446,55.268
12.419,55.237
12.356,55.232
12.347,55.222
12.32,55.212
12.294,55.212
12.204,55.196
12.132,55.166
12.105,55.14
12.078,55.135
12.06,55.145
12.015,55.135
12.006,55.114
12.033,55.099
12.177,55.089
12.177,55.073
12.132,55.047
12.132,55.032
12.168,54.991
12.15,54.975
12.087,54.965
12.051,54.949
12.006,54.944
11.961,54.96
11.916,54.96
11.889,54.96
11.862,54.97
11.862,54.986
11.799,55.011
11.79,55.011
11.745,55.037
11.656,55.047
11.656,55.058
11.664,55.058
11.709,55.053
11.763,55.042
11.799,55.042
11.79,55.058
11.754,55.078
11.754,55.094
11.817,55.109
11.808,55.114
11.736,55.125
11.727,55.13
11.727,55.161
11.745,55.181
11.736,55.191
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
5.338,59.754
5.347,59.763
5.302,59.8
5.302,59.831
5.32,59.849
5.311,59.858
5.302,59.872
5.32,59.885
5.32,59.89
5.302,59.912
5.293,59.93
5.374,59.93
5.383,59.921
5.392,59.903
5.446,59.881
5.491,59.854
5.491,59.813
5.518,59.763
5.5,59.741
5.446,59.718
5.419,59.718
5.347,59.745
5.338,59.75
5.338,59.754
NA,NA
5.338,59.741
5.347,59.709
5.383,59.686
5.365,59.673
5.311,59.659
5.311,59.686
5.293,59.709
5.257,59.714
5.248,59.709
5.23,59.673
5.239,59.591
5.23,59.564
5.212,59.55
5.185,59.555
5.185,59.605
5.167,59.627
5.167,59.686
5.212,59.727
5.176,59.736
5.158,59.745
5.131,59.741
5.122,59.754
5.167,59.781
5.167,59.813
5.167,59.836
5.185,59.84
5.212,59.836
5.23,59.818
5.32,59.754
5.32,59.741
5.338,59.741
NA,NA
5.787,59.239
5.85,59.244
5.85,59.262
5.787,59.253
5.787,59.248
5.787,59.239
NA,NA
8.834,58.454
8.807,58.439
8.807,58.411
8.834,58.406
8.906,58.449
8.924,58.468
8.897,58.472
8.87,58.468
8.843,58.454
8.834,58.454
NA,NA
9.04,58.571
9.058,58.566
9.058,58.576
9.04,58.571
NA,NA
10.496,54.975
10.496,54.96
10.532,54.924
10.559,54.913
10.568,54.924
10.613,54.929
10.64,54.939
10.658,54.944
10.658,54.955
10.631,54.96
10.631,54.975
10.64,54.996
10.631,55.011
10.604,55.022
10.577,55.011
10.532,54.98
10.505,54.975
10.496,54.975
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
5.608,60.02
5.67,60.02
5.67,60.011
5.679,59.989
5.644,59.939
5.635,59.921
5.626,59.908
5.652,59.894
5.59,59.863
5.572,59.863
5.563,59.863
5.5,59.89
5.5,59.917
5.455,59.926
5.383,59.948
5.392,59.957
5.437,59.962
5.473,59.971
5.473,59.993
5.473,60.002
5.581,60.02
5.608,60.02
NA,NA
5.41,59.993
5.428,60.016
5.41,60.038
5.365,60.038
5.347,60.034
5.338,59.993
5.338,59.989
5.365,59.971
5.383,59.971
5.401,59.989
5.41,59.993
NA,NA
5.185,59.993
5.167,60.016
5.167,60.034
5.203,60.038
5.203,60.043
5.212,60.065
5.239,60.07
5.257,60.052
5.266,60.02
5.284,59.998
5.275,59.993
5.257,59.98
5.212,59.975
5.194,59.989
5.185,59.993
NA,NA
5.131,59.939
5.14,59.971
5.14,59.98
5.167,59.989
5.212,59.962
5.212,59.948
5.167,59.939
5.131,59.939
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-6.398,56.486
-6.433,56.481
-6.416,56.471
-6.398,56.481
-6.398,56.486
NA,NA
-5.535,56.446
-5.508,56.451
-5.463,56.495
-5.427,56.52
-5.427,56.53
-5.49,56.51
-5.553,56.466
-5.553,56.451
-5.535,56.446
NA,NA
-6.892,56.426
-6.946,56.426
-6.973,56.431
-6.964,56.451
-6.955,56.495
-6.928,56.51
-6.847,56.51
-6.838,56.52
-6.811,56.525
-6.703,56.535
-6.703,56.515
-6.775,56.495
-6.811,56.471
-6.865,56.451
-6.865,56.431
-6.892,56.426
NA,NA
-6.344,56.421
-6.362,56.426
-6.353,56.441
-6.335,56.436
-6.344,56.421
NA,NA
-6.442,56.317
-6.398,56.326
-6.389,56.351
-6.433,56.341
-6.451,56.322
-6.442,56.317
NA,NA
-5.598,56.202
-5.607,56.192
-5.634,56.197
-5.634,56.227
-5.616,56.242
-5.598,56.237
-5.598,56.202
NA,NA
-5.724,56.147
-5.724,56.157
-5.697,56.177
-5.688,56.197
-5.67,56.192
-5.661,56.167
-5.706,56.147
-5.724,56.147
NA,NA
-6.218,55.991
-6.182,56.001
-6.146,56.037
-6.128,56.067
-6.11,56.087
-6.119,56.102
-6.146,56.097
-6.182,56.082
-6.209,56.067
-6.209,56.047
-6.245,56.017
-6.218,55.991
NA,NA
-5.113,55.775
-5.131,55.82
-5.176,55.871
-5.158,55.881
-5.131,55.871
-5.005,55.815
-5.023,55.729
-5.113,55.775
NA,NA
-4.924,55.734
-4.933,55.75
-4.924,55.77
-4.897,55.765
-4.906,55.744
-4.924,55.734
NA,NA
-5.265,55.704
-5.22,55.699
-5.14,55.674
-5.113,55.643
-5.104,55.577
-5.086,55.562
-5.095,55.526
-5.104,55.511
-5.095,55.491
-5.104,55.455
-5.131,55.435
-5.176,55.425
-5.229,55.425
-5.283,55.445
-5.31,55.45
-5.328,55.455
-5.328,55.486
-5.355,55.501
-5.355,55.567
-5.373,55.582
-5.382,55.613
-5.364,55.653
-5.283,55.694
-5.265,55.704
NA,NA
-4.96,55.694
-4.933,55.699
-4.933,55.709
-4.969,55.709
-4.978,55.704
-4.96,55.694
NA,NA
-5.867,55.674
-5.876,55.684
-5.876,55.714
-5.849,55.714
-5.841,55.709
-5.841,55.684
-5.867,55.674
NA,NA
-5.724,55.648
-5.742,55.658
-5.733,55.694
-5.715,55.704
-5.697,55.704
-5.697,55.658
-5.724,55.648
NA,NA
-6.272,55.567
-6.281,55.567
-6.317,55.582
-6.317,55.613
-6.317,55.628
-6.254,55.663
-6.263,55.694
-6.29,55.704
-6.281,55.724
-6.245,55.75
-6.254,55.765
-6.317,55.765
-6.353,55.729
-6.362,55.709
-6.416,55.684
-6.487,55.669
-6.505,55.679
-6.496,55.694
-6.46,55.734
-6.433,55.755
-6.433,55.77
-6.451,55.78
-6.451,55.795
-6.416,55.805
-6.407,55.83
-6.317,55.881
-6.317,55.845
-6.326,55.83
-6.281,55.84
-6.227,55.891
-6.191,55.906
-6.137,55.921
-6.101,55.916
-6.101,55.876
-6.101,55.815
-6.065,55.77
-6.002,55.744
-5.993,55.719
-6.002,55.674
-6.092,55.613
-6.182,55.603
-6.263,55.567
-6.272,55.567
NA,NA
-5.023,55.506
-5.041,55.506
-5.059,55.516
-5.041,55.521
-5.023,55.516
-5.023,55.506
NA,NA
-5.553,55.266
-5.526,55.271
-5.526,55.276
-5.562,55.271
-5.553,55.266
NA,NA
-5.104,55.23
-5.077,55.241
-5.086,55.251
-5.104,55.241
-5.104,55.23
NA,NA
-8.195,55.225
-8.222,55.236
-8.222,55.251
-8.204,55.251
-8.141,55.241
-8.141,55.236
-8.168,55.225
-8.195,55.225
NA,NA
-8.141,55.159
-8.141,55.174
-8.168,55.174
-8.168,55.164
-8.141,55.159
NA,NA
-8.365,55.082
-8.338,55.087
-8.338,55.097
-8.365,55.087
-8.365,55.082
NA,NA
-7.458,55.046
-7.485,55.051
-7.485,55.061
-7.458,55.061
-7.458,55.046
NA,NA
-8.473,55.035
-8.455,55.051
-8.437,55.046
-8.446,55.035
-8.473,55.035
NA,NA
-8.518,54.922
-8.536,54.958
-8.536,54.989
-8.518,54.989
-8.5,54.984
-8.5,54.932
-8.518,54.922
NA,NA
-4.753,54.029
-4.753,54.056
-4.717,54.087
-4.708,54.124
-4.681,54.166
-4.636,54.224
-4.592,54.25
-4.529,54.319
-4.475,54.355
-4.34,54.387
-4.304,54.387
-4.295,54.381
-4.304,54.355
-4.331,54.319
-4.322,54.298
-4.25,54.266
-4.259,54.235
-4.349,54.166
-4.358,54.14
-4.403,54.119
-4.439,54.109
-4.538,54.056
-4.601,54.019
-4.663,54.029
-4.681,54.035
-4.753,54.029
NA,NA
-4.771,54.019
-4.798,54.008
-4.78,54.024
-4.771,54.019
NA,NA
-9.965,53.642
-9.965,53.658
-9.947,53.669
-9.929,53.664
-9.947,53.642
-9.965,53.642
NA,NA
-9.399,53.531
-9.462,53.552
-9.453,53.563
-9.372,53.573
-9.372,53.6
-9.309,53.632
-9.3,53.648
-9.255,53.669
-9.228,53.669
-9.237,53.627
-9.255,53.605
-9.255,53.573
-9.345,53.536
-9.399,53.531
NA,NA
-6.002,53.466
-5.966,53.472
-5.948,53.488
-5.957,53.504
-6.011,53.482
-6.002,53.466
NA,NA
-9.039,53.311
-9.039,53.349
-9.057,53.359
-9.057,53.386
-9.147,53.418
-9.192,53.456
-9.21,53.477
-9.21,53.504
-9.228,53.509
-9.282,53.509
-9.345,53.493
-9.399,53.493
