"lon","lat"
-1.204,59.977
-1.249,59.964
-1.249,59.883
-1.276,59.869
-1.321,59.887
-1.33,59.901
-1.384,59.91
-1.384,59.928
-1.357,59.946
-1.357,59.968
-1.357,59.991
-1.357,59.995
NA,NA
-1.132,59.995
-1.132,59.977
-1.141,59.977
-1.159,59.991
-1.159,59.995
-1.159,60
-1.132,60
-1.132,59.995
NA,NA
-6.586,61.951
-6.586,61.972
-6.595,61.981
-6.613,61.989
-6.613,62.01
-6.631,62.014
-6.64,62.01
-6.64,61.972
-6.613,61.947
-6.586,61.951
NA,NA
-6.344,62.241
-6.326,62.25
-6.299,62.266
-6.308,62.287
-6.344,62.283
-6.371,62.254
-6.362,62.241
-6.344,62.241
NA,NA
0,53.813
0,53.772
0,53.735
0.045,53.708
0.117,53.633
0.144,53.607
0.144,53.596
0.117,53.601
0.036,53.628
0.012,53.636
0,53.637
-0.066,53.645
-0.081,53.658
-0.108,53.69
-0.18,53.712
-0.234,53.733
-0.324,53.722
-0.404,53.706
-0.431,53.706
-0.44,53.696
-0.404,53.69
-0.36,53.685
-0.297,53.701
-0.243,53.701
-0.207,53.69
-0.135,53.637
-0.018,53.589
-0.017,53.59
-0.002,53.553
0,53.544
0.002,53.535
0.037,53.489
0.036,53.489
0.09,53.457
0.144,53.446
0.153,53.43
0.234,53.339
0.27,53.28
0.323,53.221
0.35,53.167
0.323,53.113
0.288,53.065
0.27,53.06
0.252,53.049
0.117,52.984
0.072,52.935
0.045,52.919
0.036,52.913
0.018,52.87
0.144,52.854
0.171,52.838
0.189,52.816
0.216,52.794
0.216,52.789
0.27,52.789
0.35,52.761
0.377,52.756
0.377,52.778
0.377,52.805
0.44,52.827
0.449,52.854
0.485,52.875
0.494,52.924
0.548,52.94
0.647,52.946
0.683,52.962
0.755,52.951
0.854,52.951
0.908,52.935
0.961,52.94
1.015,52.951
1.069,52.946
1.276,52.913
1.384,52.881
1.447,52.843
1.6,52.778
1.716,52.702
1.752,52.642
1.752,52.62
1.743,52.593
1.743,52.543
1.761,52.516
1.752,52.467
1.743,52.451
1.725,52.407
1.716,52.352
1.645,52.286
1.645,52.181
1.627,52.137
1.6,52.077
1.564,52.054
1.465,52.016
1.402,51.983
1.393,51.983
1.384,51.96
1.294,51.894
1.276,51.894
1.249,51.911
1.231,51.955
1.204,51.988
1.159,51.999
1.15,51.96
1.168,51.944
1.078,51.922
1.069,51.916
1.087,51.905
1.159,51.894
1.195,51.894
1.231,51.866
1.249,51.85
1.267,51.838
1.159,51.766
1.105,51.75
1.069,51.75
1.024,51.777
0.997,51.783
0.881,51.766
0.8,51.716
0.728,51.716
0.71,51.711
0.71,51.705
0.755,51.666
0.836,51.683
0.881,51.7
0.89,51.711
0.926,51.716
0.926,51.616
0.827,51.605
0.827,51.588
0.917,51.577
0.926,51.571
0.908,51.549
0.773,51.493
0.593,51.493
0.53,51.487
0.458,51.482
0.422,51.448
0.395,51.431
0.368,51.431
0.341,51.437
0.252,51.443
0.261,51.426
0.332,51.398
0.368,51.403
0.422,51.409
0.467,51.437
0.53,51.459
0.62,51.454
0.692,51.437
0.71,51.42
0.665,51.403
0.548,51.392
0.53,51.392
0.539,51.375
0.593,51.364
0.638,51.37
0.683,51.387
0.71,51.381
0.728,51.37
0.746,51.347
0.773,51.325
0.953,51.325
1.096,51.353
1.159,51.347
1.24,51.347
1.33,51.364
1.375,51.364
1.42,51.347
1.438,51.308
1.429,51.297
1.375,51.291
1.366,51.269
1.402,51.218
1.402,51.179
1.384,51.145
1.357,51.117
1.276,51.094
1.258,51.072
1.177,51.055
1.141,51.038
1.069,51.026
0.97,50.987
0.944,50.953
0.953,50.913
0.961,50.902
0.935,50.885
0.863,50.879
0.818,50.885
0.755,50.896
0.71,50.856
0.593,50.817
0.431,50.794
0.341,50.766
0.252,50.714
0.207,50.703
0.108,50.732
0.018,50.749
0,50.771
-0.018,50.793
-0.036,50.793
-0.171,50.799
-0.225,50.821
-0.27,50.827
-0.315,50.81
-0.44,50.793
-0.53,50.782
-0.539,50.776
-0.629,50.759
-0.71,50.731
-0.746,50.731
-0.791,50.748
-0.845,50.753
-0.863,50.77
-0.863,50.776
-0.854,50.782
-0.827,50.782
-0.809,50.787
-0.854,50.793
-0.89,50.793
-0.89,50.787
-0.908,50.782
-0.935,50.765
-1.015,50.748
-1.051,50.759
-1.087,50.759
-1.141,50.776
-1.204,50.793
-1.258,50.821
-1.276,50.85
-1.294,50.856
-1.321,50.856
-1.321,50.821
-1.312,50.81
-1.312,50.776
-1.357,50.753
-1.456,50.731
-1.519,50.696
-1.564,50.691
-1.626,50.702
-1.689,50.702
-1.698,50.696
-1.761,50.696
-1.779,50.685
-1.815,50.674
-1.905,50.685
-1.923,50.696
-1.968,50.696
-1.995,50.685
-2.013,50.668
-1.923,50.651
-1.914,50.628
-1.932,50.588
-1.95,50.56
-1.995,50.554
-2.076,50.583
-2.166,50.6
-2.264,50.6
-2.327,50.605
-2.399,50.611
-2.417,50.583
-2.399,50.52
-2.417,50.497
-2.453,50.486
-2.462,50.491
-2.489,50.548
-2.489,50.571
-2.516,50.594
-2.597,50.628
-2.759,50.685
-2.812,50.696
-2.884,50.696
-2.947,50.668
-2.983,50.668
-3.064,50.668
-3.145,50.645
-3.199,50.645
-3.253,50.628
-3.325,50.588
-3.388,50.6
-3.388,50.583
-3.423,50.508
-3.468,50.457
-3.45,50.44
-3.45,50.428
-3.477,50.405
-3.486,50.4
-3.45,50.371
-3.45,50.36
-3.459,50.342
-3.468,50.32
-3.513,50.302
-3.54,50.279
-3.603,50.233
-3.612,50.187
-3.702,50.176
-3.72,50.187
-3.711,50.193
-3.711,50.228
-3.738,50.233
-3.747,50.233
-3.765,50.216
-3.765,50.187
-3.783,50.182
-3.837,50.199
-3.864,50.216
-3.873,50.256
-3.891,50.274
-3.999,50.268
-4.035,50.274
-4.043,50.291
-4.052,50.325
-4.079,50.325
-4.106,50.308
-4.106,50.297
-4.124,50.285
-4.133,50.285
-4.151,50.279
-4.187,50.279
-4.196,50.291
-4.232,50.314
-4.367,50.32
-4.439,50.302
-4.556,50.291
-4.601,50.279
-4.636,50.274
-4.663,50.302
-4.69,50.302
-4.717,50.274
-4.744,50.228
-4.771,50.199
-4.843,50.193
-4.888,50.17
-4.924,50.164
-4.96,50.136
-4.987,50.124
-4.996,50.147
-4.996,50.159
-4.996,50.176
-5.005,50.176
-5.014,50.164
-5.023,50.153
-5.05,50.061
-5.05,49.991
-5.059,49.991
-5.104,49.968
-5.194,49.939
-5.22,49.963
-5.229,49.98
-5.247,49.991
-5.283,50.026
-5.301,50.049
-5.328,50.066
-5.427,50.072
-5.445,50.078
-5.49,50.072
-5.535,50.026
-5.607,50.009
-5.652,50.009
-5.688,50.02
-5.697,50.043
-5.688,50.061
-5.679,50.107
-5.643,50.136
-5.481,50.193
-5.436,50.193
-5.391,50.193
-5.31,50.245
-5.238,50.274
-5.22,50.302
-5.149,50.331
-5.104,50.377
-5.014,50.417
-4.996,50.44
-4.996,50.503
-4.969,50.525
-4.933,50.537
-4.897,50.537
-4.888,50.565
-4.879,50.577
-4.771,50.583
-4.726,50.617
-4.592,50.731
-4.529,50.77
-4.52,50.895
-4.484,50.974
-4.457,50.997
-4.394,50.991
-4.331,50.969
-4.277,50.98
-4.196,51.042
-4.142,51.059
-4.142,51.076
-4.205,51.116
-4.196,51.133
-4.169,51.149
-4.169,51.178
-4.151,51.189
-4.035,51.195
-3.954,51.206
-3.747,51.217
-3.621,51.217
-3.54,51.206
-3.432,51.206
-3.343,51.172
-3.181,51.178
-3.091,51.206
-2.983,51.206
-2.983,51.262
-3.001,51.307
-2.974,51.329
-2.938,51.358
-2.911,51.386
-2.848,51.408
-2.839,51.419
-2.821,51.43
-2.795,51.464
-2.741,51.481
-2.66,51.481
-2.66,51.525
-2.615,51.565
-2.597,51.587
-2.507,51.659
-2.435,51.721
-2.444,51.721
-2.48,51.698
-2.525,51.665
-2.579,51.632
-2.624,51.604
-2.669,51.57
-2.696,51.559
-2.884,51.531
-2.965,51.531
-2.974,51.52
-2.983,51.498
-3.046,51.47
-3.118,51.43
-3.136,51.408
-3.154,51.38
-3.459,51.363
-3.513,51.374
-3.558,51.402
-3.603,51.419
-3.63,51.442
-3.639,51.453
-3.711,51.47
-3.729,51.492
-3.747,51.537
-3.783,51.565
-3.792,51.587
-3.81,51.593
-3.828,51.587
-3.9,51.576
-3.972,51.537
-4.079,51.537
-4.124,51.542
-4.133,51.537
-4.142,51.525
-4.187,51.52
-4.241,51.548
-4.241,51.587
-4.25,51.593
-4.232,51.604
-4.169,51.604
-4.142,51.604
-4.106,51.62
-4.106,51.632
-4.133,51.659
-4.187,51.654
-4.214,51.648
-4.322,51.687
-4.322,51.698
-4.304,51.704
-4.304,51.715
-4.322,51.726
-4.295,51.743
-4.295,51.754
-4.313,51.765
-4.322,51.765
-4.331,51.754
-4.385,51.76
-4.412,51.765
-4.421,51.726
-4.43,51.715
-4.574,51.715
-4.601,51.704
-4.636,51.682
-4.645,51.648
-4.663,51.632
-4.789,51.632
-4.852,51.593
-4.888,51.581
-4.951,51.593
-5.005,51.615
-5.014,51.632
-5.068,51.648
-5.068,51.665
-4.996,51.671
-4.951,51.665
-4.924,51.671
-4.942,51.676
-4.951,51.687
-5.014,51.698
-5.041,51.715
-5.104,51.704
-5.104,51.687
-5.131,51.671
-5.149,51.682
-5.158,51.715
-5.194,51.732
-5.158,51.754
-5.077,51.776
-5.059,51.793
-5.059,51.821
-5.086,51.837
-5.194,51.848
-5.22,51.854
-5.238,51.882
-5.211,51.904
-5.041,51.965
-5.014,52.009
-5.005,52.015
-4.951,52.009
-4.888,52.004
-4.816,52.015
-4.771,52.031
-4.753,52.048
-4.645,52.092
-4.592,52.092
-4.547,52.125
-4.52,52.131
-4.439,52.136
-4.304,52.202
-4.187,52.263
-4.124,52.301
-4.079,52.345
-4.052,52.411
-4.043,52.449
-4.008,52.488
-3.972,52.504
-3.981,52.52
-4.061,52.537
-4.079,52.559
-4.079,52.602
-4.052,52.651
-4.017,52.679
-4.026,52.706
-4.106,52.776
-4.124,52.809
-4.106,52.831
-4.097,52.885
-4.106,52.896
-4.187,52.896
-4.259,52.88
-4.34,52.874
-4.367,52.858
-4.43,52.847
-4.457,52.831
-4.457,52.776
-4.502,52.766
-4.529,52.776
-4.547,52.804
-4.592,52.798
-4.69,52.776
-4.717,52.787
-4.69,52.82
-4.681,52.852
-4.645,52.88
-4.61,52.89
-4.547,52.934
-4.475,52.945
-4.412,52.982
-4.358,53.026
-4.322,53.053
-4.295,53.085
-4.268,53.112
-4.169,53.166
-4.079,53.198
-4.035,53.204
-3.981,53.241
-3.9,53.263
-3.81,53.274
-3.819,53.29
-3.837,53.306
-3.837,53.316
-3.774,53.311
-3.693,53.3
-3.513,53.306
-3.396,53.322
-3.289,53.327
-3.253,53.306
-3.208,53.29
-3.118,53.252
-3.082,53.231
-3.046,53.231
-3.046,53.284
-3.091,53.311
-3.154,53.333
-3.172,53.349
-3.154,53.375
-3.055,53.408
-3.019,53.413
-3.001,53.402
-2.983,53.365
-2.947,53.338
-2.866,53.29
-2.804,53.279
-2.75,53.295
-2.723,53.306
-2.714,53.338
-2.795,53.338
-2.884,53.365
-2.893,53.37
-2.974,53.424
-2.983,53.44
-3.001,53.466
-3.019,53.488
-3.073,53.525
-3.073,53.557
-2.983,53.637
-2.965,53.658
-2.848,53.701
-2.848,53.706
-2.848,53.717
-2.938,53.717
-3.01,53.744
-3.046,53.765
-3.046,53.797
-3.028,53.823
-3.028,53.881
-3.019,53.892
-2.983,53.887
-2.956,53.887
-2.947,53.903
-2.929,53.918
-2.839,53.924
-2.83,53.94
-2.857,53.961
-2.857,53.977
-2.848,53.992
-2.866,53.982
-2.902,53.987
-2.92,54.003
-2.911,54.014
-2.893,54.024
-2.83,54.045
-2.821,54.056
-2.821,54.109
-2.848,54.124
-2.848,54.14
-2.839,54.161
-2.866,54.161
-2.938,54.124
-2.965,54.124
-2.983,54.14
-3.001,54.145
-3.028,54.124
-3.028,54.098
-3.082,54.087
-3.118,54.045
-3.163,54.072
-3.199,54.098
-3.199,54.124
-3.181,54.161
-3.181,54.193
-3.208,54.187
-3.253,54.161
-3.289,54.166
-3.334,54.193
-3.361,54.229
-3.405,54.271
-3.405,54.329
-3.45,54.376
-3.513,54.413
-3.531,54.449
-3.612,54.496
-3.612,54.528
-3.576,54.569
-3.567,54.637
-3.558,54.658
-3.54,54.658
-3.504,54.705
-3.486,54.725
-3.468,54.756
-3.45,54.772
-3.405,54.793
-3.388,54.818
-3.379,54.855
-3.334,54.881
-3.244,54.886
-3.235,54.906
-3.253,54.922
-3.235,54.932
-3.073,54.937
-3.109,54.953
-3.145,54.958
-3.343,54.948
-3.379,54.958
-3.477,54.948
-3.504,54.958
-3.54,54.963
-3.54,54.896
-3.567,54.875
-3.648,54.87
-3.738,54.86
-3.774,54.85
-3.783,54.813
-3.81,54.793
-3.927,54.767
-4.017,54.756
-4.026,54.767
-4.035,54.798
-4.079,54.767
-4.106,54.767
-4.187,54.793
-4.196,54.798
-4.196,54.818
-4.205,54.824
-4.241,54.818
-4.304,54.818
-4.34,54.834
-4.376,54.881
-4.394,54.881
-4.403,54.881
-4.394,54.844
-4.376,54.813
-4.322,54.777
-4.331,54.756
-4.349,54.73
-4.349,54.689
-4.394,54.673
-4.484,54.694
-4.556,54.71
-4.574,54.72
-4.61,54.762
-4.654,54.772
-4.717,54.788
-4.78,54.813
-4.798,54.818
-4.879,54.803
-4.888,54.793
-4.888,54.772
-4.879,54.756
-4.861,54.679
-4.843,54.653
-4.852,54.616
-4.888,54.621
-4.933,54.647
-4.942,54.668
-4.942,54.715
-5.023,54.782
-5.041,54.793
-5.104,54.808
-5.131,54.855
-5.149,54.963
-5.104,54.989
-5.068,54.989
-5.041,54.984
-5.041,54.922
-5.014,54.896
-4.969,54.901
-4.978,54.958
-4.996,54.984
-5.041,55.015
-5.041,55.04
-5.023,55.066
-5.005,55.097
-4.96,55.143
-4.915,55.179
-4.861,55.205
-4.825,55.271
-4.807,55.333
-4.753,55.379
-4.744,55.394
-4.726,55.399
-4.726,55.414
-4.627,55.455
-4.619,55.481
-4.645,55.516
-4.645,55.552
-4.699,55.577
-4.726,55.592
-4.78,55.608
-4.825,55.628
-4.879,55.658
-4.897,55.689
-4.843,55.734
-4.843,55.8
-4.861,55.871
-4.87,55.901
-4.834,55.926
-4.636,55.931
-4.699,55.951
-4.789,56.007
-4.807,56.007
-4.798,55.981
-4.78,55.971
-4.807,55.956
-4.852,55.966
-4.852,55.996
-4.834,56.017
-4.825,56.062
-4.861,56.077
-4.861,56.117
-4.879,56.122
-4.888,56.117
-4.888,56.001
-4.924,55.966
-4.933,55.911
-4.978,55.881
-5.014,55.876
-5.068,55.896
-5.122,55.896
-5.158,55.921
-5.185,55.926
-5.211,55.896
-5.22,55.866
-5.194,55.84
-5.194,55.82
-5.22,55.815
-5.337,55.866
-5.328,55.891
-5.328,55.966
-5.247,56.027
-5.203,56.057
-5.185,56.077
-5.104,56.127
-5.059,56.162
-4.951,56.207
-4.96,56.227
-5.05,56.202
-5.077,56.182
-5.185,56.117
-5.283,56.052
-5.301,56.042
-5.346,55.996
-5.382,55.981
-5.418,55.961
-5.4,55.931
-5.355,55.825
-5.319,55.805
-5.31,55.775
-5.328,55.744
-5.355,55.729
-5.427,55.694
-5.427,55.658
-5.445,55.628
-5.427,55.567
-5.454,55.547
-5.472,55.496
-5.508,55.465
-5.535,55.42
-5.535,55.389
-5.481,55.358
-5.481,55.333
-5.526,55.317
-5.643,55.302
-5.697,55.287
-5.76,55.271
-5.796,55.282
-5.787,55.302
-5.778,55.348
-5.76,55.389
-5.742,55.394
-5.697,55.414
-5.697,55.435
-5.715,55.44
-5.715,55.476
-5.697,55.552
-5.697,55.577
-5.67,55.608
-5.652,55.658
-5.598,55.699
-5.562,55.744
-5.553,55.755
-5.544,55.765
-5.49,55.795
-5.463,55.82
-5.508,55.795
-5.535,55.78
-5.562,55.755
-5.571,55.755
-5.607,55.76
-5.661,55.77
-5.652,55.8
-5.625,55.84
-5.625,55.85
-5.607,55.871
-5.598,55.891
-5.598,55.896
-5.607,55.891
-5.661,55.876
-5.67,55.876
-5.679,55.891
-5.67,55.906
-5.652,55.921
-5.634,55.931
-5.625,55.956
-5.607,55.966
-5.598,55.991
-5.589,56.001
-5.598,55.996
-5.607,55.981
-5.625,55.971
-5.652,55.956
-5.688,55.941
-5.697,55.941
-5.688,55.956
-5.607,56.047
-5.553,56.082
-5.544,56.102
-5.535,56.117
-5.517,56.127
-5.517,56.132
-5.562,56.132
-5.562,56.152
-5.517,56.202
-5.517,56.222
-5.553,56.232
-5.553,56.262
-5.58,56.262
-5.625,56.292
-5.58,56.317
-5.517,56.331
-5.472,56.361
-5.454,56.381
-5.445,56.406
-5.4,56.431
-5.373,56.446
-5.382,56.456
-5.418,56.461
-5.391,56.486
-5.355,56.505
-5.373,56.525
-5.337,56.565
-5.283,56.614
-5.247,56.654
-5.176,56.678
-5.086,56.693
-5.086,56.698
-5.176,56.708
-5.185,56.718
-5.203,56.718
-5.274,56.683
-5.346,56.634
-5.607,56.495
-5.67,56.486
-5.733,56.52
-5.805,56.53
-5.921,56.55
-5.984,56.629
-5.966,56.644
-5.894,56.649
-5.867,56.649
-5.849,56.644
-5.805,56.649
-5.805,56.659
-5.849,56.659
-5.858,56.659
-5.894,56.659
-5.903,56.669
-5.921,56.674
-6.011,56.678
-6.065,56.693
-6.191,56.693
-6.236,56.703
-6.209,56.723
-6.173,56.738
-6.164,56.752
-6.146,56.762
-5.984,56.767
-5.921,56.772
-5.876,56.762
-5.823,56.743
-5.823,56.767
-5.823,56.777
-5.778,56.782
-5.796,56.797
-5.841,56.807
-5.823,56.826
-5.733,56.841
-5.733,56.856
-5.76,56.875
-5.876,56.866
-5.903,56.875
-5.894,56.885
-5.867,56.9
-5.867,56.934
-5.832,56.949
-5.823,56.998
-5.787,57.013
-5.76,57.013
-5.697,56.998
-5.67,56.998
-5.679,57.013
-5.751,57.057
-5.724,57.086
-5.652,57.115
-5.616,57.115
-5.571,57.105
-5.526,57.081
-5.499,57.086
-5.508,57.105
-5.553,57.13
-5.562,57.144
-5.634,57.149
-5.643,57.154
-5.625,57.183
-5.598,57.203
-5.589,57.242
-5.571,57.251
-5.535,57.251
-5.481,57.222
-5.445,57.213
-5.427,57.213
-5.436,57.232
-5.49,57.261
-5.553,57.276
-5.652,57.29
-5.679,57.3
-5.661,57.324
-5.634,57.334
-5.553,57.348
-5.499,57.373
-5.499,57.382
-5.58,57.373
-5.598,57.382
-5.652,57.368
-5.697,57.348
-5.76,57.348
-5.787,57.358
-5.796,57.378
-5.787,57.392
-5.787,57.416
-5.841,57.445
-5.841,57.484
-5.814,57.537
-5.805,57.576
-5.778,57.571
-5.742,57.561
-5.733,57.547
-5.67,57.532
-5.67,57.518
-5.652,57.513
-5.625,57.518
-5.535,57.518
-5.535,57.532
-5.607,57.532
-5.616,57.547
-5.697,57.6
-5.751,57.624
-5.805,57.643
-5.778,57.672
-5.733,57.696
-5.688,57.7
-5.688,57.715
-5.751,57.734
-5.778,57.753
-5.769,57.844
-5.742,57.859
-5.679,57.849
-5.643,57.82
-5.625,57.796
-5.625,57.782
-5.607,57.772
-5.571,57.772
-5.553,57.811
-5.544,57.825
-5.544,57.844
-5.58,57.863
-5.571,57.897
-5.535,57.906
-5.517,57.906
-5.508,57.897
-5.49,57.859
-5.454,57.844
-5.436,57.839
-5.409,57.844
-5.373,57.882
-5.355,57.887
-5.364,57.906
-5.346,57.916
-5.31,57.916
-5.247,57.902
-5.185,57.902
-5.185,57.93
-5.203,57.935
-5.238,57.944
-5.247,57.954
-5.319,57.973
-5.337,58.002
-5.4,58.035
-5.418,58.059
-5.427,58.078
-5.418,58.082
-5.382,58.082
-5.274,58.054
-5.265,58.063
-5.265,58.101
-5.274,58.106
-5.265,58.116
-5.274,58.163
-5.328,58.201
-5.373,58.225
-5.373,58.262
-5.337,58.272
-5.283,58.239
-5.238,58.234
-5.113,58.253
-5.068,58.248
-5.041,58.244
-4.969,58.244
-4.942,58.225
-4.933,58.234
-4.933,58.262
-5.014,58.272
-5.041,58.281
-5.104,58.286
-5.131,58.305
-5.149,58.343
-5.131,58.371
-5.113,58.395
-5.104,58.399
-5.059,58.399
-5.059,58.427
-5.023,58.446
-5.059,58.47
-5.086,58.489
-5.077,58.512
-4.996,58.573
-4.978,58.606
-4.951,58.62
-4.843,58.615
-4.789,58.606
-4.771,58.582
-4.762,58.582
-4.744,58.587
-4.708,58.587
-4.636,58.554
-4.645,58.517
-4.681,58.484
-4.69,58.479
-4.69,58.474
-4.663,58.47
-4.663,58.479
-4.645,58.484
-4.619,58.484
-4.61,58.479
-4.592,58.484
-4.583,58.521
-4.556,58.559
-4.529,58.582
-4.412,58.559
-4.394,58.554
-4.403,58.517
-4.421,58.493
-4.421,58.479
-4.412,58.47
-4.385,58.479
-4.367,58.512
-4.34,58.526
-4.286,58.535
-4.223,58.531
-4.16,58.531
-4.106,58.55
-4.061,58.564
-4.008,58.578
-3.989,58.587
-3.972,58.587
-3.936,58.578
-3.882,58.573
-3.855,58.559
-3.702,58.587
-3.63,58.61
-3.603,58.624
-3.486,58.62
-3.486,58.615
-3.468,58.606
-3.468,58.596
-3.405,58.606
-3.316,58.606
-3.298,58.615
-3.298,58.629
-3.325,58.648
-3.307,58.667
-3.271,58.667
-3.253,58.662
-3.208,58.648
-3.118,58.657
-3.073,58.638
-2.974,58.648
-2.947,58.638
-2.947,58.62
-2.983,58.582
-2.992,58.55
-3.028,58.503
-3.046,58.479
-3.001,58.479
-2.983,58.47
-2.983,58.451
-3.001,58.395
-3.073,58.357
-3.118,58.324
-3.19,58.281
-3.271,58.258
-3.37,58.225
-3.423,58.187
-3.576,58.106
-3.612,58.097
-3.612,58.092
-3.729,58.049
-3.828,57.997
-3.891,57.959
-3.936,57.954
-3.963,57.94
-3.954,57.921
-3.945,57.878
-3.963,57.868
-4.052,57.854
-4.151,57.849
-4.097,57.835
-4.026,57.835
-3.989,57.82
-3.909,57.825
-3.873,57.82
-3.792,57.839
-3.729,57.849
-3.738,57.82
-3.81,57.787
-3.855,57.753
-3.963,57.686
-3.989,57.696
-3.989,57.705
-4.008,57.71
-4.035,57.705
-4.115,57.681
-4.214,57.672
-4.25,57.662
-4.286,57.643
-4.304,57.633
-4.322,57.624
-4.349,57.609
-4.367,57.595
-4.367,57.576
-4.349,57.585
-4.331,57.59
-4.331,57.595
-4.295,57.624
-4.277,57.633
-4.268,57.633
-4.187,57.657
-4.142,57.657
-4.079,57.653
-4.008,57.662
-4.008,57.633
-4.142,57.547
-4.169,57.527
-4.232,57.508
-4.34,57.503
-4.367,57.489
-4.367,57.479
-4.205,57.479
-4.142,57.489
-4.097,57.518
-4.052,57.551
-4.052,57.576
-4.017,57.585
-3.989,57.595
-3.792,57.6
-3.711,57.614
-3.63,57.648
-3.612,57.648
-3.603,57.633
-3.567,57.643
-3.54,57.667
-3.477,57.672
-3.441,57.696
-3.388,57.71
-3.271,57.71
-3.226,57.7
-3.118,57.696
-3.073,57.681
-3.064,57.676
-2.992,57.672
-2.911,57.691
-2.821,57.696
-2.732,57.681
-2.633,57.681
-2.498,57.657
-2.435,57.643
-2.345,57.657
-2.309,57.672
-2.273,57.676
-2.228,57.667
-2.076,57.672
-1.95,57.672
-1.887,57.643
-1.878,57.624
-1.788,57.58
-1.77,57.551
-1.77,57.455
-1.788,57.426
-1.86,57.368
-1.896,57.329
-1.914,57.315
-1.95,57.285
-2.013,57.232
-2.031,57.178
-2.04,57.174
-2.04,57.105
-2.058,57.047
-2.148,56.964
-2.166,56.924
-2.148,56.885
-2.166,56.856
-2.264,56.807
-2.327,56.767
-2.372,56.757
-2.399,56.748
-2.417,56.703
-2.39,56.693
-2.39,56.678
-2.462,56.649
-2.462,56.634
-2.453,56.629
-2.444,56.609
-2.507,56.57
-2.579,56.545
-2.633,56.515
-2.687,56.476
-2.795,56.471
-2.938,56.456
-3.055,56.431
-3.226,56.376
-3.226,56.366
-3.154,56.366
-3.073,56.396
-3.001,56.411
-2.857,56.441
-2.804,56.441
-2.759,56.416
-2.759,56.386
-2.768,56.371
-2.768,56.356
-2.705,56.336
-2.642,56.331
-2.624,56.322
-2.615,56.307
-2.561,56.272
-2.561,56.247
-2.615,56.217
-2.777,56.182
-2.893,56.177
-2.956,56.157
-3.082,56.102
-3.109,56.077
-3.181,56.042
-3.253,56.032
-3.45,56.032
-3.72,56.052
-3.72,56.042
-3.675,56.007
-3.63,55.991
-3.567,56.001
-3.504,56.007
-3.459,56.001
-3.307,55.991
-3.235,55.971
-3.091,55.971
-3.01,55.946
-2.974,55.946
-2.857,55.971
-2.804,56.007
-2.723,56.032
-2.66,56.047
-2.606,56.047
-2.534,56.012
-2.444,55.991
-2.372,55.946
-2.291,55.921
-2.21,55.906
-2.103,55.886
-2.058,55.861
-2.013,55.82
-1.968,55.77
-1.95,55.765
-1.851,55.699
-1.851,55.669
-1.824,55.653
-1.752,55.643
-1.725,55.633
-1.662,55.623
-1.599,55.577
-1.582,55.537
-1.555,55.491
-1.519,55.455
-1.519,55.42
-1.537,55.394
-1.537,55.348
-1.51,55.328
-1.501,55.312
-1.519,55.287
-1.519,55.236
-1.474,55.2
-1.465,55.148
-1.447,55.128
-1.447,55.087
-1.411,55.061
-1.375,55.02
-1.339,55.004
-1.312,54.984
-1.312,54.922
-1.285,54.865
-1.276,54.788
-1.249,54.746
-1.177,54.694
-1.159,54.668
-1.15,54.627
-1.159,54.595
-1.132,54.59
-1.114,54.601
-1.105,54.616
-1.069,54.627
-1.006,54.595
-0.962,54.58
-0.845,54.575
-0.737,54.554
-0.548,54.486
-0.503,54.465
-0.494,54.429
-0.413,54.387
-0.404,54.376
-0.351,54.313
-0.333,54.282
-0.315,54.256
-0.243,54.224
-0.207,54.203
-0.198,54.177
-0.18,54.172
-0.081,54.135
-0.045,54.119
-0.045,54.114
-0.09,54.098
-0.126,54.082
-0.126,53.971
-0.108,53.94
-0.063,53.876
-0.009,53.834
0,53.813
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-6.838,61.947
-6.857,61.958
-6.901,61.964
-6.91,61.964
-6.919,61.96
-6.91,61.951
-6.874,61.939
-6.856,61.934
-6.847,61.943
-6.838,61.947
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
