"","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"1",4.9689972048452e-09,7.04664634137383e-10,6.50537343089411e-10,6.37429333581346e-10,8.56006485273681e-10,1.31710334112378e-09,6.43479759743366e-10,6.42103899916208e-10,6.56093598099476e-10,3.26212431994324e-10,2.41248338970898e-10,3.74052214641955e-10,1.79499047852446e-10,8.7430289793123e-11,2.9114519415505e-11,1.29687857521261e-11,1.17573899774321e-11,7.62919653907706e-12,6.71205773724748e-11,6.03105518718493e-12,2.9820865711677e-10,4.35528935773525e-11,6.07038824154404e-12,4.45060273725828e-11,5.91967800558405e-11,5.99659608100054e-10
"2",7.85315146846318e-08,2.93210482364515e-08,2.67358935534525e-08,2.60335479224281e-08,3.49731484782863e-08,5.38083198165954e-08,2.7188577437151e-08,2.63601630481747e-08,2.70323189515693e-08,1.34942137526243e-08,9.94771156623885e-09,1.54422102352646e-08,7.36236968578356e-09,3.58859014180161e-09,1.20718023898392e-09,5.31126436942304e-10,4.80117257670644e-10,3.17822170444022e-10,2.76078125566304e-09,2.75247044247399e-10,1.21927960997712e-08,1.92846018827953e-09,2.59913184183318e-10,1.81804239078720e-09,2.42505525439436e-09,2.4851993683069e-08
"3",9.40955726520278e-07,5.71441229882885e-07,5.19755316835146e-07,5.02383208148363e-07,6.74580703642857e-07,1.03158837839831e-06,5.32003815665828e-07,5.07478821451098e-07,5.21160324088729e-07,2.60980110895795e-07,1.92021786446136e-07,2.97320152255171e-07,1.41613214078595e-07,6.91257590527175e-08,2.34405875673005e-08,1.02325241250094e-08,9.22876935033585e-09,6.17829850396817e-09,5.30904883572138e-08,5.77960430433399e-09,2.34017874837437e-07,3.96914959359184e-08,5.26561766978534e-09,3.47897675741874e-08,4.66310678116542e-08,4.79774951507577e-07
"4",9.4691507849554e-06,6.76981100241603e-06,6.17330458111361e-06,5.90626328331874e-06,7.92150263001246e-06,1.19533156293082e-05,6.31045005298308e-06,5.91145673768851e-06,6.07584445405376e-06,3.05454708259462e-06,2.24347094644084e-06,3.45635600814368e-06,1.64792396667699e-06,8.06794188273735e-07,2.76224391943199e-07,1.19683544130745e-07,1.075078995719e-07,7.28370457573033e-08,6.17030232443076e-07,7.42943798266513e-08,2.71800972438369e-06,5.00330560278094e-07,6.59241385182129e-08,4.01836659350571e-07,5.42435566414223e-07,5.60123691087146e-06
"5",7.18418238733391e-05,5.46086987593357e-05,5.01391039075341e-05,4.72181266007708e-05,6.31679575375391e-05,9.28395458689311e-05,5.05567306359477e-05,4.6269978879102e-05,4.75716312203014e-05,2.40510088854397e-05,1.76349914745405e-05,2.69072246927755e-05,1.28856918066164e-05,6.34384890948148e-06,2.20111047926415e-06,9.46332291137514e-07,8.4346963722509e-07,5.79539600763227e-07,4.80640165686191e-06,6.61679678134035e-07,2.12011859145903e-05,4.35968798968248e-06,5.77685353128294e-07,3.10265114222751e-06,4.23860445419902e-06,4.3895379451747e-05
"6",0.000398700172650126,0.000320982267658896,0.000298600064569095,0.000274463335825797,0.000365238786272388,0.000510720617607162,0.000290043202106341,0.000257522781080646,0.00026463488837717,0.000134923851800571,9.88284450981776e-05,0.000148005226109633,7.17012464314675e-05,3.56610388076618e-05,1.2611973202821e-05,5.38661033185499e-06,4.72764628997399e-06,3.29964814486872e-06,2.6472553541185e-05,4.37367851775508e-06,0.000117423227605756,2.81237942116363e-05,3.83967987231501e-06,1.68710180185647e-05,2.35450205416359e-05,0.000243744419747031
"7",0.00164738447883185,0.00145254231765201,0.00138295169573181,0.00122839014526176,0.00161811155641985,0.00206896518961283,0.0012424246339345,0.00106154209337045,0.00108891712915303,0.000562298414833268,0.000412350202424745,0.0005960791216327,0.000296310081981587,0.000150092374295623,5.45261219568603e-05,2.32698989929935e-05,1.98096834480617e-05,1.40286232784708e-05,0.000106710218168134,2.24909737685105e-05,0.000479984651395333,0.000140882844208071,2.06238372872366e-05,6.6773289513981e-05,9.68462417312982e-05,0.000993142509341799
"8",0.00525501339550584,0.00533404836105183,0.00527178277079484,0.00449779529170251,0.00582243905564547,0.00642560175742764,0.00413637942288594,0.00337855748261039,0.00345449416210892,0.001817849819297,0.00134195998885306,0.00181900078469101,0.000952099670001738,0.000497667284178962,0.000187195376856816,8.10535720095485e-05,6.51708787566319e-05,4.64407791749339e-05,0.000324209825771962,9.33249722649068e-05,0.00150216208082042,0.000568721660415917,9.39777849382422e-05,0.000198152746996079,0.000307413930969168,0.0030574161124015
"9",0.0136947428805196,0.0166375221952768,0.0173348108610204,0.0142949702762565,0.0180469947701188,0.0161831530623141,0.0112239942460533,0.0087690548925203,0.0089368541244759,0.00482730395573582,0.00362472950709998,0.00442017237953618,0.00252871028846699,0.00138750261255736,0.000542315485810801,0.000244602539949281,0.000179148721828389,0.000125792476157947,0.00076834648723817,0.000322029021359067,0.00376191702923688,0.00190601168064794,0.000374519584625464,0.000460977421998793,0.000794234461804284,0.00734321874446145
"10",0.0317772399207996,0.0452997324253716,0.0503875344697003,0.0409894420698327,0.0502461692155637,0.0357458205731648,0.0263135340190079,0.0199371545099638,0.0203427076390682,0.0113429776875696,0.0087771483769444,0.00929415776237211,0.00598378500953474,0.00349427061172848,0.00141273355161587,0.000681156259509658,0.00044150197957973,0.000295436190612209,0.00148936530252746,0.000948166846973562,0.00794868494702372,0.00543657224288183,0.00132586828478351,0.00092315603514321,0.00178677029847801,0.0143316600123963
