"","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"30",0.42558937,0.42558937,0.42558938,0.42558937,0.42558937,0.42558938,0.42558937,0.42558937,0.42558937,0.42558938,0.42558937,0.42558937,0.42558937,0.42558937,0.42558938,0.42558937,0.42558938,0.42558937,0.42558938,0.42558938,0.42558937,0.42558937,0.42558937,0.42558938,0.42558937,0.42558938
"31",0.46883812,0.46883812,0.46883812,0.46883812,0.46883812,0.46883813,0.46883812,0.46883812,0.46883812,0.46883812,0.46883812,0.46883813,0.46883813,0.46883813,0.46883812,0.46883812,0.46883813,0.46883812,0.46883812,0.46883813,0.46883813,0.46883813,0.46883812,0.46883812,0.46883812,0.46883812
"32",0.51492187,0.51492187,0.51492187,0.51492187,0.51492187,0.51492187,0.51492188,0.51492187,0.51492187,0.51492187,0.51492187,0.51492187,0.51492187,0.51492188,0.51492188,0.51492187,0.51492187,0.51492187,0.51492187,0.51492188,0.51492188,0.51492187,0.51492188,0.51492187,0.51492187,0.51492188
"33",0.56393063,0.56393063,0.56393062,0.56393063,0.56393063,0.56393063,0.56393063,0.56393063,0.56393063,0.56393062,0.56393062,0.56393062,0.56393062,0.56393062,0.56393063,0.56393063,0.56393062,0.56393062,0.56393063,0.56393063,0.56393063,0.56393063,0.56393063,0.56393062,0.56393063,0.56393062
"34",0.61595438,0.61595437,0.61595437,0.61595438,0.61595437,0.61595438,0.61595437,0.61595437,0.61595437,0.61595437,0.61595437,0.61595438,0.61595437,0.61595437,0.61595437,0.61595437,0.61595437,0.61595438,0.61595438,0.61595437,0.61595438,0.61595438,0.61595438,0.61595437,0.61595437,0.61595438
"35",0.67108313,0.67108313,0.67108313,0.67108313,0.67108313,0.67108313,0.67108313,0.67108312,0.67108312,0.67108312,0.67108313,0.67108312,0.67108312,0.67108312,0.67108312,0.67108312,0.67108313,0.67108313,0.67108313,0.67108313,0.67108312,0.67108313,0.67108313,0.67108313,0.67108313,0.67108312
"36",0.72940688,0.72940688,0.72940688,0.72940688,0.72940688,0.72940688,0.72940688,0.72940688,0.72940688,0.72940687,0.72940687,0.72940688,0.72940688,0.72940687,0.72940687,0.72940687,0.72940687,0.72940688,0.72940688,0.72940688,0.72940688,0.72940688,0.72940688,0.72940687,0.72940688,0.72940688
"37",0.79101562,0.79101562,0.79101563,0.79101562,0.79101563,0.79101563,0.79101562,0.79101563,0.79101562,0.79101562,0.79101562,0.79101562,0.79101562,0.79101562,0.79101562,0.79101562,0.79101562,0.79101562,0.79101563,0.79101562,0.79101562,0.79101562,0.79101563,0.79101562,0.79101562,0.79101563
"38",0.85599938,0.85599938,0.85599938,0.85599937,0.85599938,0.85599938,0.85599938,0.85599938,0.85599938,0.85599937,0.85599937,0.85599937,0.85599938,0.85599937,0.85599938,0.85599938,0.85599937,0.85599937,0.85599938,0.85599938,0.85599938,0.85599938,0.85599938,0.85599938,0.85599938,0.85599938
"39",0.92444812,0.92444812,0.92444813,0.92444812,0.92444813,0.92444812,0.92444812,0.92444813,0.92444812,0.92444812,0.92444812,0.92444812,0.92444812,0.92444812,0.92444813,0.92444812,0.92444812,0.92444812,0.92444812,0.92444813,0.92444813,0.92444812,0.92444812,0.92444813,0.92444812,0.92444813
"40",0.99645187,0.99645187,0.99645187,0.99645188,0.99645187,0.99645187,0.99645188,0.99645187,0.99645188,0.99645187,0.99645187,0.99645187,0.99645187,0.99645187,0.99645187,0.99645187,0.99645187,0.99645187,0.99645187,0.99645188,0.99645187,0.99645187,0.99645187,0.99645187,0.99645187,0.99645188
"41",1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006,1.0721006
"42",1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844,1.1514844
"43",1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931,1.2346931
"44",1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169,1.3218169
"45",1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456,1.4129456
"46",1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694,1.5081694
"47",1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781,1.6075781
"48",1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619,1.7112619
"49",1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106,1.8193106
"50",1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144,1.9318144
"51",2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631,2.0488631
"52",2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469,2.1705469
"53",2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556,2.2969556
"54",2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794,2.4281794
"55",2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081,2.5643081
"56",2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319,2.7054319
"57",2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406,2.8516406
"58",3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244,3.0030244
"59",3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731,3.1596731
